Ano,Código da Área,Área de Avaliação,Grau Acadêmico,Código da IES,Nome da IES*,Sigla da IES*,Organização Acadêmica,Categoria Administrativa,Código do Curso,Modalidade de Ensino,Código do Município**,Município do Curso**,Sigla da UF** ,Nº de Concluintes Inscritos,Nº  de Concluintes Participantes,Nota Bruta - FG,Nota Padronizada - FG,Nota Bruta - CE,Nota Padronizada - CE,Conceito Enade (Contínuo),Conceito Enade (Faixa),Observação,Entidade Beneficiente de Assistência Social (CEBAS)
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,1808,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",IFES,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,123336,Educação a Distância,3205309,Vitória,ES,150,132,"32,268","2,55","30,325","2,023","2,155",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1810,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1420608,Educação Presencial,3541307,Presidente Epitácio,SP,6,6,"31,416","1,663","53,466","4,255","3,607",4,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1811,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",IFG,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1341371,Educação Presencial,5201108,Anápolis,GO,9,7,"42,2","3,22","44,8","3,244","3,238",4,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,1813,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ",IFPA,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1150894,Educação Presencial,1502400,Castanhal,PA,49,0,,,,,,,Curso para o qual estatisticamente não foi possível calcular o indicador,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1818,FACULDADE PITÁGORAS DE BELO HORIZONTE,FPAS,Faculdade,Privada com fins lucrativos,92988,Educação Presencial,3106200,Belo Horizonte,MG,17,10,"35,45","2,245","32,79","1,842","1,943",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1819,CENTRO UNIVERSITÁRIO FARIAS BRITO,,Centro Universitário,Privada com fins lucrativos,59122,Educação Presencial,2304400,Fortaleza,CE,19,18,"45,322","3,671","38,577","2,518","2,806",3,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,1820,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",IFPI,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1166493,Educação Presencial,2211001,Teresina,PI,50,44,"31,095","2,343","29,002","1,779","1,92",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1850,FACULDADE SANTA MARIA DA GLÓRIA,SMG,Faculdade,Privada sem fins lucrativos,85146,Educação Presencial,4115200,Maringá,PR,9,9,"28,744","1,277","26,244","1,078","1,128",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1853,Centro Universitário UNIBTA,,Centro Universitário,Privada com fins lucrativos,109276,Educação Presencial,3550308,São Paulo,SP,5,4,"26,7","0,982","24,125","0,831","0,869",1,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1876,FACULDADE MUNICIPAL PROFESSOR FRANCO MONTORO DE MOGI GUAÇU,FMPFM,Faculdade,Pública Municipal,122536,Educação Presencial,3530706,Mogi Guaçu,SP,12,10,"23,86","0,571","19,66","0,31","0,375",1,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1878,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE SABÓIA DE MEDEIROS,FEI,Centro Universitário,Privada sem fins lucrativos,19799,Educação Presencial,3548708,São Bernardo do Campo,SP,63,51,"37,252","2,505","38,784","2,542","2,533",3,,X
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,2148,FACULDADE DE PALMAS,FAPAL,Faculdade,Privada com fins lucrativos,58808,Educação Presencial,1721000,Palmas,TO,29,24,"26,816","0,998","23,92","0,807","0,855",1,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,2150,CENTRO UNIVERSITÁRIO DO PIAUÍ,UNIFAPI,Centro Universitário,Privada com fins lucrativos,1070485,Educação Presencial,2211001,Teresina,PI,19,17,"33,388","1,947","30,258","1,547","1,647",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,2244,FACULDADE DA CIDADE DE MACEIÓ,FACIMA,Faculdade,Privada com fins lucrativos,98764,Educação Presencial,2704302,Maceió,AL,31,17,"31,547","1,681","22,176","0,604","0,873",1,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,2279,Centro Universitário Metrocamp Wyden,UniMetrocamp Wyden,Centro Universitário,Privada com fins lucrativos,119321,Educação Presencial,3509502,Campinas,SP,14,10,"33,55","1,971","29,21","1,424","1,561",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,2383,FACULDADE MERIDIONAL,IMED,Faculdade,Privada com fins lucrativos,1193782,Educação Presencial,4314100,Passo Fundo,RS,20,19,"40,463","2,969","27,394","1,213","1,652",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,2437,FACULDADE PITÁGORAS DE TEIXEIRA DE FREITAS,PIT TEIXEIRA,Faculdade,Privada com fins lucrativos,73519,Educação Presencial,2931350,Teixeira de Freitas,BA,3,3,"48,033","4,062","27,5","1,225","1,934",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Universidade,Pública Federal,13446,Educação Presencial,2504009,Campina Grande,PB,102,94,"45,772","3,736","44,368","3,193","3,329",4,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,2620,FACULDADE DE AMPÉRE,FAMPER,Faculdade,Privada com fins lucrativos,1323876,Educação Presencial,4101002,Ampére,PR,11,11,"33,372","1,945","31,7","1,715","1,772",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,2773,FACULDADE ANHANGUERA DE MACAPÁ,,Faculdade,Privada com fins lucrativos,1300284,Educação Presencial,1600303,Macapá,AP,10,9,"27,9","1,155","23,588","0,768","0,865",1,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,Centro Universitário,Privada com fins lucrativos,1306689,Educação Presencial,2611606,Recife,PE,52,37,"37,694","2,569","28,524","1,344","1,651",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,2855,FACULDADE SÃO FRANCISCO DE ASSIS,FSFA,Faculdade,Privada com fins lucrativos,1134546,Educação Presencial,4314902,Porto Alegre,RS,5,5,"35,18","2,206","34,9","2,088","2,118",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,2911,FACULDADE PAN AMAZÔNICA,FAPAN,Faculdade,Privada com fins lucrativos,5000951,Educação Presencial,1501402,Belém,PA,16,1,,,,,,,Curso para o qual estatisticamente não foi possível calcular o indicador,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,2950,Centro Universitário FADERGS,FADERGS,Centro Universitário,Privada com fins lucrativos,1282899,Educação Presencial,4314902,Porto Alegre,RS,8,8,"33,7","1,992","35,137","2,116","2,085",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,3099,FACULDADE INTERNACIONAL DA PARAÍBA,FPB,Faculdade,Privada com fins lucrativos,1258063,Educação Presencial,2507507,João Pessoa,PB,12,8,"31,275","1,642","23,712","0,783","0,998",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,3151,UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ,UNOCHAPECÓ,Universidade,Privada sem fins lucrativos,3858,Educação Presencial,4204202,Chapecó,SC,19,13,"34,061","2,045","32,684","1,83","1,884",2,,X
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,3161,"Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano",IF Sertão,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1125917,Educação Presencial,2611101,Petrolina,PE,35,32,"31,959","2,496","27,74","1,547","1,784",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,3162,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA",IFSC,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1312023,Educação Presencial,4209300,Lages,SC,12,12,"41,891","3,175","30,975","1,63","2,017",3,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,3163,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO",IFRJ,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1382579,Educação Presencial,3303955,Pinheiral,RJ,54,49,"38,136","3,588","32,093","2,349","2,659",3,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,3165,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO",IFTM,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1127865,Educação Presencial,3170206,Uberlândia,MG,23,21,"34,2","2,892","31,347","2,212","2,382",3,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,3165,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO",IFTM,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1193893,Educação a Distância,3170107,Uberaba,MG,63,51,"29,129","1,995","28,945","1,769","1,825",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,3165,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO",IFTM,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1260196,Educação Presencial,3134202,Ituiutaba,MG,12,12,"36,058","2,333","36,958","2,329","2,33",3,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,3172,UNIVERSIDADE DO ESTADO DO AMAZONAS,UEA,Universidade,Pública Estadual,82654,Educação Presencial,1302603,Manaus,AM,22,14,"31,135","2,35","35,15","2,913","2,772",3,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,3172,UNIVERSIDADE DO ESTADO DO AMAZONAS,UEA,Universidade,Pública Estadual,90677,Educação Presencial,1301902,Itacoatiara,AM,39,32,"34,762","2,991","27,921","1,58","1,933",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,3188,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",IFNMG,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1190440,Educação Presencial,3143302,Montes Claros,MG,18,10,"47,67","4,01","48,44","3,668","3,754",4,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,3188,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",IFNMG,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1487056,Educação a Distância,3143302,Montes Claros,MG,125,102,"27,946","1,786","27,376","1,479","1,556",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,3189,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",IFMG,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1167817,Educação Presencial,3126109,Formiga,MG,35,27,"34,24","2,07","41,103","2,812","2,627",3,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,3189,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",IFMG,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1168390,Educação Presencial,3145901,Ouro Branco,MG,14,11,"38,454","3,644","27,536","1,509","2,043",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,3279,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",IFSEMG,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,98918,Educação Presencial,3155801,Rio Pomba,MG,46,38,"40,721","3,006","32,384","1,795","2,098",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,3303,Faculdade Invest de Ciências e Tecnologia,INVEST,Faculdade,Privada com fins lucrativos,105953,Educação Presencial,5103403,Cuiabá,MT,6,4,"37,475","2,538","22,4","0,63","1,107",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,3368,CENTRO UNIVERSITÁRIO DO SUL DE MINAS,UNIS-MG,Centro Universitário,Privada sem fins lucrativos,39407,Educação Presencial,3170701,Varginha,MG,17,16,"39,025","2,761","31,793","1,726","1,985",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,3529,CENTRO UNIVERSITÁRIO EURÍPEDES DE MARÍLIA,UNIVEM,Centro Universitário,Privada sem fins lucrativos,18001,Educação Presencial,3529005,Marília,SP,40,37,"38,916","2,746","36,021","2,219","2,351",3,,X
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,3840,CENTRO UNIVERSITÁRIO FACVEST,UNIFACVEST,Centro Universitário,Privada com fins lucrativos,18280,Educação Presencial,4209300,Lages,SC,12,7,"31,071","1,613","23,985","0,815","1,014",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,3849,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,Universidade,Pública Federal,41238,Educação Presencial,1721000,Palmas,TO,38,33,"38,018","2,616","38,942","2,56","2,574",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,3875,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL GUAXUPÉ,UNIFEG,Centro Universitário,Privada sem fins lucrativos,88988,Educação Presencial,3128709,Guaxupé,MG,5,4,"41,275","3,086","30,375","1,56","1,942",2,,X
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,3930,INSTITUTO DE EDUCAÇÃO SUPERIOR RAIMUNDO SÁ,IESRSA,Faculdade,Privada com fins lucrativos,94455,Educação Presencial,2208007,Picos,PI,3,1,,,,,,SC,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,3936,FACULDADE ANHANGUERA DE LIMEIRA,,Faculdade,Privada com fins lucrativos,90875,Educação Presencial,3526902,Limeira,SP,12,12,"27,791","1,139","22,041","0,588","0,726",1,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,3983,CENTRO UNIVERSITÁRIO DE FORMIGA,UNIFORMG,Centro Universitário,Privada sem fins lucrativos,20415,Educação Presencial,3126109,Formiga,MG,37,19,"28,268","1,208","27,773","1,257","1,245",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,3985,CENTRO UNIVERSITÁRIO SENAC,SENACSP,Centro Universitário,Privada sem fins lucrativos,18818,Educação Presencial,3550308,São Paulo,SP,28,26,"36,653","2,419","37,557","2,399","2,404",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,4007,"FATECE - FACULDADE DE TECNOLOGIA, CIÊNCIAS E EDUCAÇÃO",FATECE,Faculdade,Privada com fins lucrativos,96442,Educação Presencial,3539301,Pirassununga,SP,17,17,"27,035","1,03","26,376","1,094","1,078",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,4017,CENTRO UNIVERSITÁRIO PADRE ANCHIETA,UNIANCHIETA,Centro Universitário,Privada com fins lucrativos,1349140,Educação Presencial,3525904,Jundiaí,SP,27,24,"36,337","2,373","28,633","1,357","1,611",2,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,4098,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",IFFarroupilha,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,121464,Educação Presencial,4317806,Santo Augusto,RS,7,7,"31,371","2,392","36,485","3,159","2,967",4,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,4098,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",IFFarroupilha,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1379294,Educação Presencial,4317509,Santo Ângelo,RS,7,7,"41,8","4,235","33,685","2,643","3,041",4,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,4138,FACULDADE ANHANGUERA DE SANTA BÁRBARA,,Faculdade,Privada com fins lucrativos,90887,Educação Presencial,3545803,Santa Bárbara d'Oeste,SP,12,8,"21,812","0,276","24,65","0,892","0,738",1,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,4141,FACULDADE ANHANGUERA DE TAUBATÉ,,Faculdade,Privada com fins lucrativos,117504,Educação Presencial,3554102,Taubaté,SP,6,5,"20,34","0,063",17,0,"0,015",1,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,4358,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",IF SUL DE MINAS,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1102529,Educação Presencial,3139003,Machado,MG,25,17,"27,782","1,757","29,3","1,834","1,815",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,4358,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",IF SUL DE MINAS,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1102783,Educação Presencial,3144102,Muzambinho,MG,26,22,"36,34","2,374","26,154","1,068","1,394",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,4358,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",IF SUL DE MINAS,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1313361,Educação Presencial,3147907,Passos,MG,32,32,"40,15","2,924","36,262","2,247","2,417",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,4362,FACULDADE PITÁGORAS DE BETIM,PITÁGORAS-BETIM,Faculdade,Privada com fins lucrativos,92080,Educação Presencial,3106705,Betim,MG,28,10,"29,84","1,435","26,6","1,12","1,199",2,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,4504,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UFGD,Universidade,Pública Federal,1186519,Educação a Distância,5003702,Dourados,MS,29,9,"36,7","3,334","26,088","1,242","1,765",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,4530,CENTRO UNIVERSITÁRIO TIRADENTES,UNIT,Centro Universitário,Privada com fins lucrativos,1385942,Educação Presencial,2704302,Maceió,AL,17,16,"35,481","2,25","33,012","1,868","1,963",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,4652,FACULDADE ANHANGÜERA DE SÃO JOSÉ,,Faculdade,Privada com fins lucrativos,117500,Educação Presencial,3549904,São José dos Campos,SP,2,2,"19,9",0,"24,6","0,886","0,665",1,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,4656,FACULDADE ANHANGÜERA DE PIRACICABA,,Faculdade,Privada com fins lucrativos,104836,Educação Presencial,3538709,Piracicaba,SP,13,12,"29,066","1,323","28,033","1,287","1,296",2,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,4786,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS",IFTO,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,123224,Educação Presencial,1702208,Araguatins,TO,45,39,"29,069","1,985","26,128","1,249","1,433",2,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,4786,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS",IFTO,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1127560,Educação Presencial,1718204,Porto Nacional,TO,66,44,"26,118","1,463","20,709","0,25","0,553",1,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,4786,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS",IFTO,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1318223,Educação Presencial,1707009,Dianópolis,TO,39,27,"30,681","2,27","27,192","1,446","1,652",2,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,4786,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS",IFTO,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1341251,Educação Presencial,1705508,Colinas do Tocantins,TO,23,20,"30,615","2,258","28,83","1,748","1,875",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,4826,FACULDADE ANHANGÜERA DE CAMPINAS,,Faculdade,Privada com fins lucrativos,94227,Educação Presencial,3509502,Campinas,SP,18,11,"32,409","1,806","27,409","1,214","1,362",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,4865,FACULDADE PITÁGORAS DE SÃO LUIZ,,Faculdade,Privada com fins lucrativos,107920,Educação Presencial,2111300,São Luís,MA,30,19,"29,194","1,342","23,278","0,732","0,885",1,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,4867,FACULDADE PITÁGORAS DE GUARAPARI,,Faculdade,Privada com fins lucrativos,114918,Educação Presencial,3202405,Guarapari,ES,10,10,"27,24","1,059","29,95","1,511","1,398",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,4925,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UFABC,Universidade,Pública Federal,1102342,Educação Presencial,3547809,Santo André,SP,185,94,"49,254","4,239","51,325","4,005","4,064",5,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,5013,CENTRO UNIVERSITÁRIO ESTADUAL DA ZONA OESTE,UEZO,Centro Universitário,Pública Estadual,150086,Educação Presencial,3304557,Rio de Janeiro,RJ,54,43,"40,209","2,932","33,062","1,874","2,139",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,5036,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",IF Catarinense,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1102793,Educação Presencial,4214805,Rio do Sul,SC,22,10,"44,18","3,506","38,08","2,459","2,721",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,5036,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",IF Catarinense,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1160123,Educação Presencial,4219309,Videira,SC,32,25,"33,608","1,979","35,236","2,128","2,09",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,5077,UNIVERSIDADE ESTADUAL DE RORAIMA,UERR,Universidade,Pública Estadual,98665,Educação Presencial,1400100,Boa Vista,RR,16,15,"27,333","1,073","27,026","1,17","1,145",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,5288,FACULDADE ANHANGÜERA DE RIBEIRÃO PRETO,,Faculdade,Privada com fins lucrativos,122616,Educação Presencial,3543402,Ribeirão Preto,SP,14,11,"28,609","1,257","27,981","1,281","1,275",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,5322,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,UNIPAMPA,Universidade,Pública Federal,103441,Educação Presencial,4300406,Alegrete,RS,21,15,"40,42","2,963","37,606","2,404","2,544",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,5451,FACULDADE ANHANGÜERA DE BAURU,,Faculdade,Privada com fins lucrativos,106824,Educação Presencial,3506003,Bauru,SP,11,10,"21,8","0,274","30,24","1,545","1,227",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,5668,FACULDADE ANHANGUERA DE JOINVILLE,,Faculdade,Privada com fins lucrativos,1260475,Educação Presencial,4209102,Joinville,SC,7,7,"32,642","1,84","26,828","1,146","1,32",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,5669,CENTRO UNIVERSITÁRIO ETEP,,Centro Universitário,Privada com fins lucrativos,1507450,Educação Presencial,3549904,São José dos Campos,SP,17,12,"31,366","1,655","26,566","1,116","1,251",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,14408,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIENCIA E TECNOLOGIA DE BRASILIA",IFB,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1280431,Educação Presencial,5300108,Brasília,DF,32,30,"44,733","3,586","43,29","3,067","3,197",4,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,14408,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIENCIA E TECNOLOGIA DE BRASILIA",IFB,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1280435,Educação Presencial,5300108,Brasília,DF,5,3,"29,533","2,067","38,366","3,506","3,146",4,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,14509,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO",IFBAIANO,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1103664,Educação Presencial,2930105,Senhor do Bonfim,BA,6,4,"36,75","3,342","37,55","3,355","3,352",4,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,15015,Universidade Estadual do Norte do Paraná,UENP,Universidade,Pública Estadual,62880,Educação Presencial,4102406,Bandeirantes,PR,21,15,"39,826","3,886","35,033","2,891","3,14",4,,-
