Ano,Código da Área,Área de Avaliação,Grau Acadêmico,Código da IES,Nome da IES*,Sigla da IES*,Organização Acadêmica,Categoria Administrativa,Código do Curso,Modalidade de Ensino,Código do Município**,Município do Curso**,Sigla da UF** ,Nº de Concluintes Inscritos,Nº  de Concluintes Participantes,Nota Bruta - FG,Nota Padronizada - FG,Nota Bruta - CE,Nota Padronizada - CE,Conceito Enade (Contínuo),Conceito Enade (Faixa),Observação,Entidade Beneficiente de Assistência Social (CEBAS)
2021,702,MATEMÁTICA ,Licenciatura,746,UNIVERSIDADE REGIONAL DO CARIRI,URCA,Universidade,Pública Estadual,1155366,Educação Presencial,2307304,Juazeiro do Norte,CE,43,38,"29,705","1,544","43,034","2,147","1,996",3,,-
2021,702,MATEMÁTICA ,Licenciatura,746,UNIVERSIDADE REGIONAL DO CARIRI,URCA,Universidade,Pública Estadual,1327524,Educação Presencial,2302701,Campos Sales,CE,30,30,"24,646","0,824","32,48","1,125","1,05",2,,-
2021,702,MATEMÁTICA ,Licenciatura,752,FACULDADE DE PARÁ DE MINAS,FAPAM,Faculdade,Privada sem fins lucrativos,54762,Educação Presencial,3147105,Pará de Minas,MG,12,12,"44,2","3,605","50,241","2,845","3,035",4,,-
2021,702,MATEMÁTICA ,Licenciatura,753,FACULDADE DE CIÊNCIAS HUMANAS DO SERTÃO CENTRAL,FACHUSC,Faculdade,Pública Municipal,111982,Educação Presencial,2612208,Salgueiro,PE,17,16,"27,543","1,236","28,55","0,745","0,868",1,,-
2021,702,MATEMÁTICA ,Licenciatura,756,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,Universidade,Pública Estadual,20392,Educação Presencial,2211001,Teresina,PI,26,24,"32,979","2,009","42,933","2,137","2,105",3,,-
2021,702,MATEMÁTICA ,Licenciatura,756,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,Universidade,Pública Estadual,71037,Educação Presencial,2211001,Teresina,PI,9,7,"37,685","2,679","37,714","1,632","1,894",2,,-
2021,702,MATEMÁTICA ,Licenciatura,789,UNIVERSIDADE FEDERAL DE RORAIMA,UFRR,Universidade,Pública Federal,118564,Educação Presencial,1400100,Boa Vista,RR,14,12,"33,416","2,072","40,9","1,94","1,973",3,,-
2021,702,MATEMÁTICA ,Licenciatura,789,UNIVERSIDADE FEDERAL DE RORAIMA,UFRR,Universidade,Pública Federal,1185309,Educação a Distância,1400100,Boa Vista,RR,36,30,"25,763","0,983","24,816","0,383","0,533",1,,-
2021,702,MATEMÁTICA ,Licenciatura,830,UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,Universidade,Pública Federal,17196,Educação Presencial,1600303,Macapá,AP,24,16,"33,712","2,114","35,362","1,404","1,582",2,,-
2021,702,MATEMÁTICA ,Licenciatura,830,UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,Universidade,Pública Federal,1278673,Educação a Distância,1600303,Macapá,AP,8,8,"28,8","1,415","32,5","1,127","1,199",2,,-
2021,702,MATEMÁTICA ,Licenciatura,953,UNIVERSIDADE METROPOLITANA DE SANTOS,UNIMES,Universidade,Privada sem fins lucrativos,100724,Educação a Distância,3548500,Santos,SP,11,6,"29,766","1,552","39,95","1,848","1,774",2,,-
2021,702,MATEMÁTICA ,Licenciatura,953,UNIVERSIDADE METROPOLITANA DE SANTOS,UNIMES,Universidade,Privada sem fins lucrativos,108012,Educação Presencial,3548500,Santos,SP,8,6,"44,4","3,634","47,25","2,555","2,825",3,,-
2021,702,MATEMÁTICA ,Licenciatura,1012,FACULDADE DO SERTÃO DO PAJEÚ,FASP,Faculdade,Pública Municipal,109768,Educação Presencial,2600104,Afogados da Ingazeira,PE,15,15,"41,38","3,204","33,66","1,24","1,731",2,,-
2021,702,MATEMÁTICA ,Licenciatura,1027,UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO,UENF,Universidade,Pública Estadual,21578,Educação Presencial,3301009,Campos dos Goytacazes,RJ,8,7,"38,385","2,778","52,9","3,102","3,021",4,,-
2021,702,MATEMÁTICA ,Licenciatura,1028,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,UEMS,Universidade,Pública Estadual,45701,Educação Presencial,5002902,Cassilândia,MS,8,6,"31,066","1,737","36,683","1,532","1,584",2,,-
2021,702,MATEMÁTICA ,Licenciatura,1028,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,UEMS,Universidade,Pública Estadual,45703,Educação Presencial,5006200,Nova Andradina,MS,9,7,"30,585","1,669","31,371","1,018","1,181",2,,-
2021,702,MATEMÁTICA ,Licenciatura,1028,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,UEMS,Universidade,Pública Estadual,68313,Educação Presencial,5003702,Dourados,MS,16,13,"42,3","3,335","28,069","0,698","1,358",2,,-
2021,702,MATEMÁTICA ,Licenciatura,1036,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,UEMG,Universidade,Pública Estadual,7081,Educação Presencial,3113305,Carangola,MG,7,5,"38,98","2,863","38,82","1,739","2,02",3,,-
2021,702,MATEMÁTICA ,Licenciatura,1036,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,UEMG,Universidade,Pública Estadual,20854,Educação Presencial,3147907,Passos,MG,17,12,"29,041","1,449","41,666","2,015","1,873",2,,-
2021,702,MATEMÁTICA ,Licenciatura,1036,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,UEMG,Universidade,Pública Estadual,39715,Educação Presencial,3122306,Divinópolis,MG,18,17,"40,482","3,077","52,67","3,08","3,079",4,,-
2021,702,MATEMÁTICA ,Licenciatura,1036,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,UEMG,Universidade,Pública Estadual,68511,Educação Presencial,3129806,Ibirité,MG,65,58,"37,229","2,614","42,417","2,087","2,219",3,,-
2021,702,MATEMÁTICA ,Licenciatura,1082,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",IFRN,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,123787,Educação Presencial,2408003,Mossoró,RN,19,15,"30,753","1,693","36,44","1,509","1,555",2,,-
2021,702,MATEMÁTICA ,Licenciatura,1082,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",IFRN,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1123270,Educação Presencial,2408102,Natal,RN,34,32,"37,443","2,644","47,093","2,54","2,566",3,,-
2021,702,MATEMÁTICA ,Licenciatura,1082,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",IFRN,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1184450,Educação Presencial,2411205,Santa Cruz,RN,20,19,"36,642","2,53","44,573","2,296","2,355",3,,-
2021,702,MATEMÁTICA ,Licenciatura,1120,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",IF Fluminense,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,52442,Educação Presencial,3301009,Campos dos Goytacazes,RJ,35,34,"34,2","2,183","51,817","2,997","2,794",3,,-
2021,702,MATEMÁTICA ,Licenciatura,1126,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,Universidade,Pública Estadual,11163,Educação Presencial,4109401,Guarapuava,PR,17,11,"38,29","2,765","44,327","2,272","2,395",3,,-
2021,702,MATEMÁTICA ,Licenciatura,1126,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,Universidade,Pública Estadual,103572,Educação Presencial,4110706,Irati,PR,14,11,"42,754","3,4","53,063","3,118","3,188",4,,-
2021,702,MATEMÁTICA ,Licenciatura,1166,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",IFPB,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1128030,Educação Presencial,2504009,Campina Grande,PB,14,11,"36,381","2,493","44,69","2,307","2,354",3,,-
2021,702,MATEMÁTICA ,Licenciatura,1166,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",IFPB,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1128096,Educação Presencial,2503704,Cajazeiras,PB,35,32,"37,446","2,645","45,084","2,346","2,42",3,,-
2021,702,MATEMÁTICA ,Licenciatura,1196,UNIVERSIDADE CESUMAR,UNICESUMAR,Universidade,Privada com fins lucrativos,1292570,Educação a Distância,4115200,Maringá,PR,465,359,"33,845","2,133","40,447","1,897","1,956",3,,-
2021,702,MATEMÁTICA ,Licenciatura,1205,CENTRO UNIVERSITÁRIO FAEL,UNIFAEL,Faculdade,Privada com fins lucrativos,1172590,Educação a Distância,4113205,Lapa,PR,295,198,"30,219","1,617","30,694","0,952","1,119",2,,-
2021,702,MATEMÁTICA ,Licenciatura,1270,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ESTÁCIO RIBEIRÃO PRE,Centro Universitário,Privada com fins lucrativos,1330050,Educação a Distância,3543402,Ribeirão Preto,SP,144,22,"32,636","1,961","39,186","1,775","1,821",2,,-
2021,702,MATEMÁTICA ,Licenciatura,1273,Centro Universitário Campo Limpo Paulista, UNIFACCAMP,Centro Universitário,Privada com fins lucrativos,99778,Educação Presencial,3509601,Campo Limpo Paulista,SP,32,7,"20,357","0,214","34,985","1,368","1,079",2,,-
2021,702,MATEMÁTICA ,Licenciatura,1292,Centro Universitário de Adamantina,FAI,Centro Universitário,Pública Municipal,21105,Educação Presencial,3500105,Adamantina,SP,7,6,"27,05","1,166","32,266","1,105","1,12",2,,-
2021,702,MATEMÁTICA ,Licenciatura,1294,Centro Universitário das Américas,CAM,Centro Universitário,Privada com fins lucrativos,1284992,Educação Presencial,3550308,São Paulo,SP,1,0,,,,,,SC,,-
2021,702,MATEMÁTICA ,Licenciatura,1294,Centro Universitário das Américas,CAM,Centro Universitário,Privada com fins lucrativos,1487060,Educação a Distância,3550308,São Paulo,SP,11,9,"34,977","2,294","36,3","1,495","1,695",2,,-
2021,702,MATEMÁTICA ,Licenciatura,1299,FACULDADES INTEGRADAS DE FERNANDÓPOLIS,FIFE,Faculdade,Privada sem fins lucrativos,81660,Educação Presencial,3515509,Fernandópolis,SP,8,7,"38,257","2,76","48,271","2,654","2,681",3,,X
2021,702,MATEMÁTICA ,Licenciatura,1303,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",IF Goiano,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1102963,Educação Presencial,5221809,Urutaí,GO,14,14,"41,957","3,286","44,335","2,273","2,526",3,,-
2021,702,MATEMÁTICA ,Licenciatura,1326,Faculdade Multivix Serra,MULTIVIX SERRA,Faculdade,Privada com fins lucrativos,1405215,Educação a Distância,3205002,Serra,ES,4,3,"38,633","2,814","59,8","3,77","3,531",4,,-
2021,702,MATEMÁTICA ,Licenciatura,1365,CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,UNASP,Centro Universitário,Privada sem fins lucrativos,42571,Educação Presencial,3550308,São Paulo,SP,16,11,"30,881","1,711","41,254","1,975","1,909",2,,X
2021,702,MATEMÁTICA ,Licenciatura,1422,CENTRO UNIVERSITÁRIO DO NORTE,UNINORTE,Centro Universitário,Privada sem fins lucrativos,47059,Educação Presencial,1302603,Manaus,AM,37,31,"30,99","1,726","34,445","1,316","1,418",2,,-
2021,702,MATEMÁTICA ,Licenciatura,1436,ESCOLA SUPERIOR BATISTA DO AMAZONAS,ESBAM,Faculdade,Privada com fins lucrativos,21275,Educação Presencial,1302603,Manaus,AM,1,1,,,,,,SC,,-
2021,702,MATEMÁTICA ,Licenciatura,1472,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,UNIASSELVI,Centro Universitário,Privada com fins lucrativos,99952,Educação a Distância,4207502,Indaial,SC,420,274,"30,933","1,718","33,362","1,211","1,338",2,,-
2021,702,MATEMÁTICA ,Licenciatura,1491,CENTRO UNIVERSITÁRIO INTERNACIONAL,UNINTER,Centro Universitário,Privada com fins lucrativos,1315060,Educação a Distância,4106902,Curitiba,PR,2390,1198,"32,903","1,999","37,886","1,649","1,736",2,,-
2021,702,MATEMÁTICA ,Licenciatura,1500,Faculdade UNIGUAÇU,FAC UNIGUAÇU,Faculdade,Privada com fins lucrativos,1113975,Educação Presencial,4125704,São Miguel do Iguaçu,PR,9,7,"42,8","3,406","48,071","2,635","2,828",3,,-
2021,702,MATEMÁTICA ,Licenciatura,1510,CENTRO UNIVERSITÁRIO ESTÁCIO DE SANTA CATARINA - ESTÁCIO SANTA CATARINA,,Centro Universitário,Privada com fins lucrativos,1379285,Educação a Distância,4216602,São José,SC,8,5,"40,68","3,105","57,64","3,561","3,447",4,,-
2021,702,MATEMÁTICA ,Licenciatura,1538,CENTRO UNIVERSITARIO PROJEÇÃO,UNIPROJEÇÃO,Centro Universitário,Privada com fins lucrativos,1377494,Educação Presencial,5300108,Brasília,DF,13,13,"41,461","3,216","46,738","2,506","2,683",3,,-
2021,702,MATEMÁTICA ,Licenciatura,1554,CENTRO UNIVERSITÁRIO DO VALE DO RIBEIRA,UNIVR,Centro Universitário,Privada com fins lucrativos,39292,Educação Presencial,3542602,Registro,SP,10,8,"27,237","1,193","38,125","1,672","1,552",2,,-
2021,702,MATEMÁTICA ,Licenciatura,1640,CENTRO UNIVERSITÁRIO AGES,UniAGES,Centro Universitário,Privada com fins lucrativos,1160481,Educação Presencial,2923803,Paripiranga,BA,8,7,"39,857","2,988","40,842","1,935","2,198",3,,-
2021,702,MATEMÁTICA ,Licenciatura,1658,CENTRO UNIVERSITÁRIO DA GRANDE FORTALEZA,UNIGRANDE,Centro Universitário,Privada com fins lucrativos,75594,Educação a Distância,2304400,Fortaleza,CE,6,1,,,,,,SC,,-
2021,702,MATEMÁTICA ,Licenciatura,1660,CENTRO UNIVERSITÁRIO ESTÁCIO DE BRASÍLIA - ESTÁCIO BRASÍLIA,ESTÁCIO BRASÍLIA,Centro Universitário,Privada com fins lucrativos,107026,Educação Presencial,5300108,Brasília,DF,4,2,"25,45","0,938","28,3","0,721","0,775",1,,-
2021,702,MATEMÁTICA ,Licenciatura,1762,Centro Universitário de Tecnologia e Negócios Carlos Drummond de Andrade,UniTen CDA,Faculdade,Privada com fins lucrativos,1205546,Educação Presencial,3550308,São Paulo,SP,3,2,"32,5","1,941","49,95","2,817","2,598",3,,-
2021,702,MATEMÁTICA ,Licenciatura,1807,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,63383,Educação Presencial,2304400,Fortaleza,CE,34,23,"46,782","3,973","55,334","3,338","3,497",4,,-
2021,702,MATEMÁTICA ,Licenciatura,1807,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,84374,Educação Presencial,2307304,Juazeiro do Norte,CE,31,29,"37,6","2,667","49,413","2,765","2,74",3,,-
2021,702,MATEMÁTICA ,Licenciatura,1807,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,85320,Educação Presencial,2303808,Cedro,CE,37,32,"25,75","0,981","39,484","1,803","1,598",2,,-
2021,702,MATEMÁTICA ,Licenciatura,1807,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1160182,Educação a Distância,2304400,Fortaleza,CE,73,48,"29,975","1,582",34,"1,272","1,35",2,,-
2021,702,MATEMÁTICA ,Licenciatura,1807,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1160979,Educação Presencial,2302800,Canindé,CE,28,26,"32,603","1,956","42,734","2,118","2,078",3,,-
2021,702,MATEMÁTICA ,Licenciatura,1807,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1442119,Educação Presencial,2307700,Maranguape,CE,4,4,"38,7","2,823","42,85","2,129","2,303",3,,-
2021,702,MATEMÁTICA ,Licenciatura,1807,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,5000138,Educação Presencial,2304103,Crateús,CE,23,18,"28,844","1,421","39,038","1,76","1,676",2,,-
2021,702,MATEMÁTICA ,Licenciatura,1808,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",IFES,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,108730,Educação Presencial,3205309,Vitória,ES,39,34,"35,802","2,411","55,079","3,313","3,088",4,,-
2021,702,MATEMÁTICA ,Licenciatura,1808,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",IFES,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1103657,Educação Presencial,3201209,Cachoeiro de Itapemirim,ES,6,6,"50,516","4,504","57,066","3,505","3,755",4,,-
2021,702,MATEMÁTICA ,Licenciatura,1809,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO",IFPE,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,100690,Educação Presencial,2610905,Pesqueira,PE,48,43,"34,832","2,273","36,318","1,497","1,691",2,,-
2021,702,MATEMÁTICA ,Licenciatura,1809,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO",IFPE,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,123356,Educação a Distância,2611606,Recife,PE,122,114,"31,507","1,8","35,329","1,401","1,501",2,,-
2021,702,MATEMÁTICA ,Licenciatura,1810,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,113490,Educação Presencial,3550308,São Paulo,SP,44,40,"45,037","3,725","56,677","3,468","3,532",4,,-
2021,702,MATEMÁTICA ,Licenciatura,1810,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,122122,Educação Presencial,3518800,Guarulhos,SP,67,55,"39,543","2,943","51,101","2,928","2,932",3,,-
2021,702,MATEMÁTICA ,Licenciatura,1810,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1128360,Educação Presencial,3506508,Birigui,SP,17,13,"36,569","2,52","60,361","3,824","3,498",4,,-
2021,702,MATEMÁTICA ,Licenciatura,1810,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1128375,Educação Presencial,3507605,Bragança Paulista,SP,22,20,"37,405","2,639","52,48","3,061","2,956",4,,-
2021,702,MATEMÁTICA ,Licenciatura,1810,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1128378,Educação Presencial,3510500,Caraguatatuba,SP,35,27,"43,64","3,526","51,544","2,971","3,11",4,,-
2021,702,MATEMÁTICA ,Licenciatura,1810,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1129073,Educação Presencial,3503208,Araraquara,SP,13,13,"36,484","2,508","46,569","2,489","2,494",3,,-
2021,702,MATEMÁTICA ,Licenciatura,1810,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1181042,Educação Presencial,3509700,Campos do Jordão,SP,26,23,"33,26","2,049","47,604","2,589","2,454",3,,-
2021,702,MATEMÁTICA ,Licenciatura,1810,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1333201,Educação Presencial,3549904,São José dos Campos,SP,24,24,"48,116","4,163","55,075","3,313","3,525",4,,-
2021,702,MATEMÁTICA ,Licenciatura,1810,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1340989,Educação Presencial,3513504,Cubatão,SP,13,13,"43,723","3,538","61,4","3,925","3,828",4,,-
2021,702,MATEMÁTICA ,Licenciatura,1810,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1341347,Educação Presencial,3522307,Itapetininga,SP,12,12,"43,283","3,475","54,25","3,233","3,293",4,,-
2021,702,MATEMÁTICA ,Licenciatura,1810,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1366967,Educação Presencial,3519071,Hortolândia,SP,7,7,"46,928","3,994","63,471","4,125","4,093",5,,-
2021,702,MATEMÁTICA ,Licenciatura,1810,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1420637,Educação Presencial,3523107,Itaquaquecetuba,SP,17,15,"46,493","3,932","49,433","2,767","3,058",4,,-
2021,702,MATEMÁTICA ,Licenciatura,1811,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",IFG,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1103461,Educação Presencial,5208707,Goiânia,GO,35,27,"33,296","2,054","42,574","2,103","2,09",3,,-
2021,702,MATEMÁTICA ,Licenciatura,1811,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",IFG,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1321332,Educação Presencial,5221858,Valparaíso de Goiás,GO,12,11,"44,018","3,58","47,19","2,549","2,807",3,,-
2021,702,MATEMÁTICA ,Licenciatura,1812,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO AMAZONAS",IFAM,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,5000493,Educação Presencial,1302603,Manaus,AM,30,27,"32,214","1,901","38,418","1,7","1,75",2,,-
2021,702,MATEMÁTICA ,Licenciatura,1813,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ",IFPA,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,48289,Educação Presencial,1501402,Belém,PA,19,0,,,,,,,Curso para o qual estatisticamente não foi possível calcular o indicador,-
2021,702,MATEMÁTICA ,Licenciatura,1820,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",IFPI,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,63062,Educação Presencial,2211001,Teresina,PI,54,51,"34,858","2,277","44,925","2,33","2,317",3,,-
2021,702,MATEMÁTICA ,Licenciatura,1820,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",IFPI,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,83929,Educação Presencial,2203909,Floriano,PI,13,10,"37,52","2,655","41,39","1,988","2,155",3,,-
2021,702,MATEMÁTICA ,Licenciatura,1820,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",IFPI,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1103813,Educação Presencial,2208403,Piripiri,PI,42,33,"35,206","2,326","39,766","1,831","1,955",3,,-
2021,702,MATEMÁTICA ,Licenciatura,1820,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",IFPI,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1103910,Educação Presencial,2200608,Angical do Piauí,PI,25,18,"31,7","1,827","34,161","1,288","1,423",2,,-
2021,702,MATEMÁTICA ,Licenciatura,1820,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",IFPI,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1103911,Educação Presencial,2202901,Corrente,PI,37,36,"27,302","1,202","33,6","1,234","1,226",2,,-
2021,702,MATEMÁTICA ,Licenciatura,1820,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",IFPI,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1103912,Educação Presencial,2211209,Uruçuí,PI,21,19,"29,436","1,505","34,021","1,275","1,332",2,,-
2021,702,MATEMÁTICA ,Licenciatura,1820,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",IFPI,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1127113,Educação Presencial,2210607,São Raimundo Nonato,PI,33,28,"22,064","0,457","33,892","1,262","1,061",2,,-
2021,702,MATEMÁTICA ,Licenciatura,1820,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",IFPI,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1341230,Educação Presencial,2202703,Cocal,PI,45,44,"35,211","2,327","43,159","2,159","2,201",3,,-
2021,702,MATEMÁTICA ,Licenciatura,1853,Centro Universitário UNIBTA,,Centro Universitário,Privada com fins lucrativos,1514192,Educação a Distância,3550308,São Paulo,SP,1,1,,,,,,SC,,-
2021,702,MATEMÁTICA ,Licenciatura,1870,FACULDADES INTEGRADAS REGIONAIS DE AVARÉ,FIRA,Faculdade,Pública Municipal,18969,Educação Presencial,3504503,Avaré,SP,10,7,"37,785","2,693","51,642","2,98","2,909",3,,-
2021,702,MATEMÁTICA ,Licenciatura,1908,ESCOLA DE ENSINO SUPERIOR FABRA,FABRA,Faculdade,Privada sem fins lucrativos,1331704,Educação Presencial,3205002,Serra,ES,2,2,"31,5","1,799","41,5","1,999","1,949",3,,-
2021,702,MATEMÁTICA ,Licenciatura,1930,INSTITUTO SUPERIOR DE EDUCAÇÃO DE SÃO PAULO,SINGULARIDADES/ISESP,Faculdade,Privada sem fins lucrativos,1166280,Educação Presencial,3550308,São Paulo,SP,8,7,"50,428","4,491","64,128","4,189","4,265",5,,-
